C:\Users\ZhouXunZhe\PycharmProjects\K-nn\venv\Scripts\python.exe C:/Users/ZhouXunZhe/PycharmProjects/K-nn/test.py
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
10000 numbers imported
12000 numbers imported
14000 numbers imported
16000 numbers imported
18000 numbers imported
20000 numbers imported
22000 numbers imported
24000 numbers imported
26000 numbers imported
28000 numbers imported
30000 numbers imported
32000 numbers imported
34000 numbers imported
36000 numbers imported
38000 numbers imported
40000 numbers imported
42000 numbers imported
44000 numbers imported
46000 numbers imported
48000 numbers imported
50000 numbers imported
52000 numbers imported
54000 numbers imported
56000 numbers imported
58000 numbers imported
59999 numbers imported
0 numbers imported
2000 numbers imported
4000 numbers imported
6000 numbers imported
8000 numbers imported
9999 numbers imported
the NO.0 classifier came back with: 7, the real answer is: 7, error count is: 0
the NO.2010 classifier came back with: 1, the real answer is: 1, error count is: 79
the NO.2011 classifier came back with: 3, the real answer is: 3, error count is: 79
the NO.2012 classifier came back with: 4, the real answer is: 4, error count is: 79
the NO.2013 classifier came back with: 1, the real answer is: 1, error count is: 79
the NO.2014 classifier came back with: 9, the real answer is: 9, error count is: 79
the NO.2015 classifier came back with: 1, the real answer is: 1, error count is: 79
the NO.2016 classifier came back with: 7, the real answer is: 7, error count is: 79
the NO.2017 classifier came back with: 1, the real answer is: 1, error count is: 79
the NO.2018 classifier came back with: 1, the real answer is: 1, error count is: 79
the NO.2019 classifier came back with: 9, the real answer is: 9, error count is: 79
the NO.2020 classifier came back with: 3, the real answer is: 3, error count is: 79
the NO.2021 classifier came back with: 5, the real answer is: 5, error count is: 79
the NO.2022 classifier came back with: 4, the real answer is: 4, error count is: 79
the NO.2023 classifier came back with: 0, the real answer is: 0, error count is: 79
the NO.2024 classifier came back with: 7, the real answer is: 7, error count is: 79
the NO.2025 classifier came back with: 3, the real answer is: 3, error count is: 79
the NO.2026 classifier came back with: 6, the real answer is: 6, error count is: 79
the NO.2027 classifier came back with: 1, the real answer is: 1, error count is: 79
the NO.2028 classifier came back with: 7, the real answer is: 7, error count is: 79
the NO.2029 classifier came back with: 5, the real answer is: 5, error count is: 79
the NO.2030 classifier came back with: 5, the real answer is: 5, error count is: 79
the NO.2031 classifier came back with: 3, the real answer is: 3, error count is: 79
the NO.2032 classifier came back with: 3, the real answer is: 3, error count is: 79
the NO.2033 classifier came back with: 0, the real answer is: 0, error count is: 79
the NO.2034 classifier came back with: 1, the real answer is: 1, error count is: 79
the NO.2035 classifier came back with: 5, the real answer is: 5, error count is: 79
the NO.2036 classifier came back with: 7, the real answer is: 7, error count is: 79
the NO.2037 classifier came back with: 5, the real answer is: 5, error count is: 79
the NO.2038 classifier came back with: 8, the real answer is: 8, error count is: 79
the NO.2039 classifier came back with: 6, the real answer is: 6, error count is: 79
the NO.2040 classifier came back with: 5, the real answer is: 5, error count is: 79
the NO.2041 classifier came back with: 1, the real answer is: 1, error count is: 79
the NO.2042 classifier came back with: 0, the real answer is: 0, error count is: 79
the NO.2043 classifier came back with: 9, the real answer is: 4, error count is: 79
the NO.2044 classifier came back with: 7, the real answer is: 2, error count is: 80
the NO.2045 classifier came back with: 3, the real answer is: 3, error count is: 81
the NO.2046 classifier came back with: 4, the real answer is: 4, error count is: 81
the NO.2047 classifier came back with: 6, the real answer is: 6, error count is: 81
the NO.2048 classifier came back with: 7, the real answer is: 7, error count is: 81
the NO.2049 classifier came back with: 9, the real answer is: 9, error count is: 81
the NO.2050 classifier came back with: 8, the real answer is: 8, error count is: 81
the NO.2051 classifier came back with: 1, the real answer is: 1, error count is: 81
the NO.2052 classifier came back with: 4, the real answer is: 8, error count is: 81
the NO.2053 classifier came back with: 4, the real answer is: 4, error count is: 82
the NO.2054 classifier came back with: 9, the real answer is: 9, error count is: 82
the NO.2055 classifier came back with: 2, the real answer is: 2, error count is: 82
the NO.2056 classifier came back with: 8, the real answer is: 8, error count is: 82
the NO.2057 classifier came back with: 6, the real answer is: 6, error count is: 82
the NO.2058 classifier came back with: 2, the real answer is: 2, error count is: 82
the NO.2059 classifier came back with: 7, the real answer is: 7, error count is: 82
the NO.2060 classifier came back with: 0, the real answer is: 0, error count is: 82
the NO.2061 classifier came back with: 0, the real answer is: 0, error count is: 82
the NO.2062 classifier came back with: 6, the real answer is: 6, error count is: 82
the NO.2063 classifier came back with: 1, the real answer is: 7, error count is: 82
the NO.2064 classifier came back with: 5, the real answer is: 5, error count is: 83
the NO.2065 classifier came back with: 8, the real answer is: 8, error count is: 83
the NO.2066 classifier came back with: 6, the real answer is: 6, error count is: 83
the NO.2067 classifier came back with: 0, the real answer is: 0, error count is: 83
the NO.2068 classifier came back with: 9, the real answer is: 9, error count is: 83
the NO.2069 classifier came back with: 3, the real answer is: 3, error count is: 83
the NO.2070 classifier came back with: 7, the real answer is: 7, error count is: 83
the NO.2071 classifier came back with: 1, the real answer is: 1, error count is: 83
the NO.2072 classifier came back with: 3, the real answer is: 3, error count is: 83
the NO.2073 classifier came back with: 5, the real answer is: 5, error count is: 83
the NO.2074 classifier came back with: 4, the real answer is: 4, error count is: 83
the NO.2075 classifier came back with: 3, the real answer is: 3, error count is: 83
the NO.2076 classifier came back with: 3, the real answer is: 3, error count is: 83
the NO.2077 classifier came back with: 5, the real answer is: 5, error count is: 83
the NO.2078 classifier came back with: 5, the real answer is: 5, error count is: 83
the NO.2079 classifier came back with: 6, the real answer is: 6, error count is: 83
the NO.2080 classifier came back with: 3, the real answer is: 3, error count is: 83
the NO.2081 classifier came back with: 0, the real answer is: 0, error count is: 83
the NO.2082 classifier came back with: 2, the real answer is: 2, error count is: 83
the NO.2083 classifier came back with: 3, the real answer is: 3, error count is: 83
the NO.2084 classifier came back with: 4, the real answer is: 4, error count is: 83
the NO.2085 classifier came back with: 2, the real answer is: 2, error count is: 83
the NO.2086 classifier came back with: 3, the real answer is: 3, error count is: 83
the NO.2087 classifier came back with: 0, the real answer is: 0, error count is: 83
the NO.2088 classifier came back with: 9, the real answer is: 9, error count is: 83
the NO.2089 classifier came back with: 9, the real answer is: 9, error count is: 83
the NO.2090 classifier came back with: 4, the real answer is: 4, error count is: 83
the NO.2091 classifier came back with: 7, the real answer is: 7, error count is: 83
the NO.2092 classifier came back with: 2, the real answer is: 2, error count is: 83
the NO.2093 classifier came back with: 0, the real answer is: 8, error count is: 83
the NO.2094 classifier came back with: 4, the real answer is: 4, error count is: 84
the NO.2095 classifier came back with: 7, the real answer is: 7, error count is: 84
the NO.2096 classifier came back with: 0, the real answer is: 0, error count is: 84
the NO.2097 classifier came back with: 6, the real answer is: 6, error count is: 84
the NO.2098 classifier came back with: 0, the real answer is: 2, error count is: 84
the NO.2099 classifier came back with: 8, the real answer is: 8, error count is: 85
the NO.2100 classifier came back with: 5, the real answer is: 5, error count is: 85
the NO.2101 classifier came back with: 2, the real answer is: 2, error count is: 85
the NO.2102 classifier came back with: 8, the real answer is: 8, error count is: 85
the NO.2103 classifier came back with: 5, the real answer is: 5, error count is: 85
the NO.2104 classifier came back with: 7, the real answer is: 7, error count is: 85
the NO.2105 classifier came back with: 8, the real answer is: 3, error count is: 85
the NO.2106 classifier came back with: 0, the real answer is: 0, error count is: 86
the NO.2107 classifier came back with: 8, the real answer is: 8, error count is: 86
the NO.2108 classifier came back with: 2, the real answer is: 2, error count is: 86
the NO.2109 classifier came back with: 4, the real answer is: 3, error count is: 86
the NO.2110 classifier came back with: 2, the real answer is: 2, error count is: 87
the NO.2111 classifier came back with: 8, the real answer is: 8, error count is: 87
the NO.2112 classifier came back with: 2, the real answer is: 2, error count is: 87
the NO.2113 classifier came back with: 5, the real answer is: 5, error count is: 87
the NO.2114 classifier came back with: 5, the real answer is: 5, error count is: 87
the NO.2115 classifier came back with: 7, the real answer is: 7, error count is: 87
the NO.2116 classifier came back with: 6, the real answer is: 6, error count is: 87
the NO.2117 classifier came back with: 4, the real answer is: 4, error count is: 87
the NO.2118 classifier came back with: 0, the real answer is: 6, error count is: 87
the NO.2119 classifier came back with: 8, the real answer is: 8, error count is: 88
the NO.2120 classifier came back with: 4, the real answer is: 4, error count is: 88
the NO.2121 classifier came back with: 8, the real answer is: 8, error count is: 88
the NO.2122 classifier came back with: 2, the real answer is: 2, error count is: 88
the NO.2123 classifier came back with: 7, the real answer is: 7, error count is: 88
the NO.2124 classifier came back with: 4, the real answer is: 4, error count is: 88
the NO.2125 classifier came back with: 5, the real answer is: 5, error count is: 88
the NO.2126 classifier came back with: 2, the real answer is: 2, error count is: 88
the NO.2127 classifier came back with: 0, the real answer is: 0, error count is: 88
the NO.2128 classifier came back with: 3, the real answer is: 3, error count is: 88
the NO.2129 classifier came back with: 2, the real answer is: 9, error count is: 88
the NO.2130 classifier came back with: 9, the real answer is: 4, error count is: 89
the NO.2131 classifier came back with: 6, the real answer is: 6, error count is: 90
the NO.2132 classifier came back with: 7, the real answer is: 7, error count is: 90
the NO.2133 classifier came back with: 2, the real answer is: 2, error count is: 90
the NO.2134 classifier came back with: 5, the real answer is: 5, error count is: 90
